GEO_id,GEOID,GEO_id2,GEO_displaylabel,Veteran_MOE
1400000U,6037108201,6037108201,"Census Tract 1082.01, Los Angeles County, California",85
1400000U,6037108202,6037108202,"Census Tract 1082.02, Los Angeles County, California",109
1400000U,6037109100,6037109100,"Census Tract 1091, Los Angeles County, California",43
1400000U,6037109200,6037109200,"Census Tract 1092, Los Angeles County, California",77
1400000U,6037109300,6037109300,"Census Tract 1093, Los Angeles County, California",50
1400000U,6037109400,6037109400,"Census Tract 1094, Los Angeles County, California",61
1400000U,6037109500,6037109500,"Census Tract 1095, Los Angeles County, California",17
1400000U,6037109601,6037109601,"Census Tract 1096.01, Los Angeles County, California",83
1400000U,6037109603,6037109603,"Census Tract 1096.03, Los Angeles County, California",59
1400000U,6037109604,6037109604,"Census Tract 1096.04, Los Angeles County, California",65
1400000U,6037109700,6037109700,"Census Tract 1097, Los Angeles County, California",58
1400000U,6037109800,6037109800,"Census Tract 1098, Los Angeles County, California",58
1400000U,6037111100,6037111100,"Census Tract 1111, Los Angeles County, California",52
1400000U,6037111201,6037111201,"Census Tract 1112.01, Los Angeles County, California",67
1400000U,6037111202,6037111202,"Census Tract 1112.02, Los Angeles County, California",96
1400000U,6037111204,6037111204,"Census Tract 1112.04, Los Angeles County, California",59
1400000U,6037111205,6037111205,"Census Tract 1112.05, Los Angeles County, California",125
1400000U,6037111206,6037111206,"Census Tract 1112.06, Los Angeles County, California",64
1400000U,6037111301,6037111301,"Census Tract 1113.01, Los Angeles County, California",103
1400000U,6037111302,6037111302,"Census Tract 1113.02, Los Angeles County, California",104
1400000U,6037111400,6037111400,"Census Tract 1114, Los Angeles County, California",165
1400000U,6037113101,6037113101,"Census Tract 1131.01, Los Angeles County, California",46
1400000U,6037113102,6037113102,"Census Tract 1131.02, Los Angeles County, California",38
1400000U,6037113211,6037113211,"Census Tract 1132.11, Los Angeles County, California",51
1400000U,6037113212,6037113212,"Census Tract 1132.12, Los Angeles County, California",47
1400000U,6037113213,6037113213,"Census Tract 1132.13, Los Angeles County, California",89
1400000U,6037113231,6037113231,"Census Tract 1132.31, Los Angeles County, California",40
1400000U,6037113232,6037113232,"Census Tract 1132.32, Los Angeles County, California",73
1400000U,6037113233,6037113233,"Census Tract 1132.33, Los Angeles County, California",40
1400000U,6037113234,6037113234,"Census Tract 1132.34, Los Angeles County, California",61
1400000U,6037113235,6037113235,"Census Tract 1132.35, Los Angeles County, California",27
1400000U,6037113237,6037113237,"Census Tract 1132.37, Los Angeles County, California",53
1400000U,6037113301,6037113301,"Census Tract 1133.01, Los Angeles County, California",47
1400000U,6037113303,6037113303,"Census Tract 1133.03, Los Angeles County, California",77
1400000U,6037113321,6037113321,"Census Tract 1133.21, Los Angeles County, California",101
1400000U,6037113322,6037113322,"Census Tract 1133.22, Los Angeles County, California",112
1400000U,6037113401,6037113401,"Census Tract 1134.01, Los Angeles County, California",64
1400000U,6037113421,6037113421,"Census Tract 1134.21, Los Angeles County, California",65
1400000U,6037113422,6037113422,"Census Tract 1134.22, Los Angeles County, California",106
1400000U,6037115101,6037115101,"Census Tract 1151.01, Los Angeles County, California",76
1400000U,6037115103,6037115103,"Census Tract 1151.03, Los Angeles County, California",23
1400000U,6037115104,6037115104,"Census Tract 1151.04, Los Angeles County, California",60
1400000U,6037115201,6037115201,"Census Tract 1152.01, Los Angeles County, California",126
1400000U,6037115202,6037115202,"Census Tract 1152.02, Los Angeles County, California",86
1400000U,6037115301,6037115301,"Census Tract 1153.01, Los Angeles County, California",84
1400000U,6037115302,6037115302,"Census Tract 1153.02, Los Angeles County, California",34
1400000U,6037115401,6037115401,"Census Tract 1154.01, Los Angeles County, California",53
1400000U,6037115403,6037115403,"Census Tract 1154.03, Los Angeles County, California",65
1400000U,6037115404,6037115404,"Census Tract 1154.04, Los Angeles County, California",33
1400000U,6037117101,6037117101,"Census Tract 1171.01, Los Angeles County, California",54
1400000U,6037117102,6037117102,"Census Tract 1171.02, Los Angeles County, California",34
1400000U,6037117201,6037117201,"Census Tract 1172.01, Los Angeles County, California",53
1400000U,6037117202,6037117202,"Census Tract 1172.02, Los Angeles County, California",52
1400000U,6037117301,6037117301,"Census Tract 1173.01, Los Angeles County, California",51
1400000U,6037117302,6037117302,"Census Tract 1173.02, Los Angeles County, California",71
1400000U,6037117303,6037117303,"Census Tract 1173.03, Los Angeles County, California",71
1400000U,6037117404,6037117404,"Census Tract 1174.04, Los Angeles County, California",34
1400000U,6037117405,6037117405,"Census Tract 1174.05, Los Angeles County, California",0
1400000U,6037117407,6037117407,"Census Tract 1174.07, Los Angeles County, California",14
1400000U,6037117408,6037117408,"Census Tract 1174.08, Los Angeles County, California",40
1400000U,6037117510,6037117510,"Census Tract 1175.10, Los Angeles County, California",34
1400000U,6037117520,6037117520,"Census Tract 1175.20, Los Angeles County, California",24
1400000U,6037117530,6037117530,"Census Tract 1175.30, Los Angeles County, California",54
1400000U,6037119001,6037119001,"Census Tract 1190.01, Los Angeles County, California",34
1400000U,6037119002,6037119002,"Census Tract 1190.02, Los Angeles County, California",74
1400000U,6037119201,6037119201,"Census Tract 1192.01, Los Angeles County, California",33
1400000U,6037119202,6037119202,"Census Tract 1192.02, Los Angeles County, California",53
1400000U,6037119310,6037119310,"Census Tract 1193.10, Los Angeles County, California",59
1400000U,6037119320,6037119320,"Census Tract 1193.20, Los Angeles County, California",37
1400000U,6037119340,6037119340,"Census Tract 1193.40, Los Angeles County, California",21
1400000U,6037119341,6037119341,"Census Tract 1193.41, Los Angeles County, California",24
1400000U,6037119342,6037119342,"Census Tract 1193.42, Los Angeles County, California",19
1400000U,6037119400,6037119400,"Census Tract 1194, Los Angeles County, California",59
1400000U,6037119700,6037119700,"Census Tract 1197, Los Angeles County, California",66
1400000U,6037119800,6037119800,"Census Tract 1198, Los Angeles County, California",63
1400000U,6037119900,6037119900,"Census Tract 1199, Los Angeles County, California",79
1400000U,6037120010,6037120010,"Census Tract 1200.10, Los Angeles County, California",23
1400000U,6037120020,6037120020,"Census Tract 1200.20, Los Angeles County, California",34
1400000U,6037120030,6037120030,"Census Tract 1200.30, Los Angeles County, California",18
1400000U,6037120103,6037120103,"Census Tract 1201.03, Los Angeles County, California",11
1400000U,6037120104,6037120104,"Census Tract 1201.04, Los Angeles County, California",22
1400000U,6037120105,6037120105,"Census Tract 1201.05, Los Angeles County, California",24
1400000U,6037120106,6037120106,"Census Tract 1201.06, Los Angeles County, California",33
1400000U,6037120107,6037120107,"Census Tract 1201.07, Los Angeles County, California",13
1400000U,6037120108,6037120108,"Census Tract 1201.08, Los Angeles County, California",64
1400000U,6037120300,6037120300,"Census Tract 1203, Los Angeles County, California",63
1400000U,6037120400,6037120400,"Census Tract 1204, Los Angeles County, California",62
1400000U,6037121010,6037121010,"Census Tract 1210.10, Los Angeles County, California",62
1400000U,6037121020,6037121020,"Census Tract 1210.20, Los Angeles County, California",35
1400000U,6037121101,6037121101,"Census Tract 1211.01, Los Angeles County, California",35
1400000U,6037121102,6037121102,"Census Tract 1211.02, Los Angeles County, California",58
1400000U,6037121210,6037121210,"Census Tract 1212.10, Los Angeles County, California",28
1400000U,6037121221,6037121221,"Census Tract 1212.21, Los Angeles County, California",33
1400000U,6037121222,6037121222,"Census Tract 1212.22, Los Angeles County, California",23
1400000U,6037121600,6037121600,"Census Tract 1216, Los Angeles County, California",38
1400000U,6037121801,6037121801,"Census Tract 1218.01, Los Angeles County, California",47
1400000U,6037121802,6037121802,"Census Tract 1218.02, Los Angeles County, California",96
1400000U,6037121900,6037121900,"Census Tract 1219, Los Angeles County, California",36
1400000U,6037122000,6037122000,"Census Tract 1220, Los Angeles County, California",87
1400000U,6037122120,6037122120,"Census Tract 1221.20, Los Angeles County, California",66
1400000U,6037122121,6037122121,"Census Tract 1221.21, Los Angeles County, California",40
1400000U,6037122122,6037122122,"Census Tract 1221.22, Los Angeles County, California",25
1400000U,6037122200,6037122200,"Census Tract 1222, Los Angeles County, California",26
1400000U,6037122410,6037122410,"Census Tract 1224.10, Los Angeles County, California",65
1400000U,6037122420,6037122420,"Census Tract 1224.20, Los Angeles County, California",42
1400000U,6037123010,6037123010,"Census Tract 1230.10, Los Angeles County, California",44
1400000U,6037123020,6037123020,"Census Tract 1230.20, Los Angeles County, California",55
1400000U,6037123103,6037123103,"Census Tract 1231.03, Los Angeles County, California",38
1400000U,6037123104,6037123104,"Census Tract 1231.04, Los Angeles County, California",49
1400000U,6037123203,6037123203,"Census Tract 1232.03, Los Angeles County, California",33
1400000U,6037123204,6037123204,"Census Tract 1232.04, Los Angeles County, California",18
1400000U,6037123205,6037123205,"Census Tract 1232.05, Los Angeles County, California",13
1400000U,6037123206,6037123206,"Census Tract 1232.06, Los Angeles County, California",26
1400000U,6037123301,6037123301,"Census Tract 1233.01, Los Angeles County, California",46
1400000U,6037123303,6037123303,"Census Tract 1233.03, Los Angeles County, California",32
1400000U,6037123304,6037123304,"Census Tract 1233.04, Los Angeles County, California",70
1400000U,6037123410,6037123410,"Census Tract 1234.10, Los Angeles County, California",71
1400000U,6037123420,6037123420,"Census Tract 1234.20, Los Angeles County, California",24
1400000U,6037123510,6037123510,"Census Tract 1235.10, Los Angeles County, California",50
1400000U,6037123520,6037123520,"Census Tract 1235.20, Los Angeles County, California",35
1400000U,6037123601,6037123601,"Census Tract 1236.01, Los Angeles County, California",49
1400000U,6037123602,6037123602,"Census Tract 1236.02, Los Angeles County, California",53
1400000U,6037123700,6037123700,"Census Tract 1237, Los Angeles County, California",42
1400000U,6037123800,6037123800,"Census Tract 1238, Los Angeles County, California",122
1400000U,6037123901,6037123901,"Census Tract 1239.01, Los Angeles County, California",47
1400000U,6037123902,6037123902,"Census Tract 1239.02, Los Angeles County, California",28
1400000U,6037124000,6037124000,"Census Tract 1240, Los Angeles County, California",108
1400000U,6037124102,6037124102,"Census Tract 1241.02, Los Angeles County, California",32
1400000U,6037124103,6037124103,"Census Tract 1241.03, Los Angeles County, California",25
1400000U,6037124104,6037124104,"Census Tract 1241.04, Los Angeles County, California",27
1400000U,6037124105,6037124105,"Census Tract 1241.05, Los Angeles County, California",23
1400000U,6037124201,6037124201,"Census Tract 1242.01, Los Angeles County, California",105
1400000U,6037124203,6037124203,"Census Tract 1242.03, Los Angeles County, California",33
1400000U,6037124204,6037124204,"Census Tract 1242.04, Los Angeles County, California",42
1400000U,6037124300,6037124300,"Census Tract 1243, Los Angeles County, California",40
1400000U,6037124400,6037124400,"Census Tract 1244, Los Angeles County, California",60
1400000U,6037124500,6037124500,"Census Tract 1245, Los Angeles County, California",81
1400000U,6037124600,6037124600,"Census Tract 1246, Los Angeles County, California",43
1400000U,6037124700,6037124700,"Census Tract 1247, Los Angeles County, California",68
1400000U,6037124902,6037124902,"Census Tract 1249.02, Los Angeles County, California",50
1400000U,6037124903,6037124903,"Census Tract 1249.03, Los Angeles County, California",56
1400000U,6037125100,6037125100,"Census Tract 1251, Los Angeles County, California",96
1400000U,6037125200,6037125200,"Census Tract 1252, Los Angeles County, California",68
1400000U,6037125310,6037125310,"Census Tract 1253.10, Los Angeles County, California",59
1400000U,6037125320,6037125320,"Census Tract 1253.20, Los Angeles County, California",122
1400000U,6037125401,6037125401,"Census Tract 1254.01, Los Angeles County, California",56
1400000U,6037125402,6037125402,"Census Tract 1254.02, Los Angeles County, California",55
1400000U,6037125501,6037125501,"Census Tract 1255.01, Los Angeles County, California",131
1400000U,6037125502,6037125502,"Census Tract 1255.02, Los Angeles County, California",69
1400000U,6037125600,6037125600,"Census Tract 1256, Los Angeles County, California",38
1400000U,6037127102,6037127102,"Census Tract 1271.02, Los Angeles County, California",67
1400000U,6037127103,6037127103,"Census Tract 1271.03, Los Angeles County, California",44
1400000U,6037127104,6037127104,"Census Tract 1271.04, Los Angeles County, California",57
1400000U,6037127210,6037127210,"Census Tract 1272.10, Los Angeles County, California",67
1400000U,6037127220,6037127220,"Census Tract 1272.20, Los Angeles County, California",41
1400000U,6037127300,6037127300,"Census Tract 1273, Los Angeles County, California",54
1400000U,6037127400,6037127400,"Census Tract 1274, Los Angeles County, California",54
1400000U,6037127520,6037127520,"Census Tract 1275.20, Los Angeles County, California",57
1400000U,6037127603,6037127603,"Census Tract 1276.03, Los Angeles County, California",27
1400000U,6037127604,6037127604,"Census Tract 1276.04, Los Angeles County, California",24
1400000U,6037127605,6037127605,"Census Tract 1276.05, Los Angeles County, California",50
1400000U,6037127606,6037127606,"Census Tract 1276.06, Los Angeles County, California",49
1400000U,6037127711,6037127711,"Census Tract 1277.11, Los Angeles County, California",63
1400000U,6037127712,6037127712,"Census Tract 1277.12, Los Angeles County, California",55
1400000U,6037127803,6037127803,"Census Tract 1278.03, Los Angeles County, California",36
1400000U,6037127804,6037127804,"Census Tract 1278.04, Los Angeles County, California",50
1400000U,6037127805,6037127805,"Census Tract 1278.05, Los Angeles County, California",16
1400000U,6037127806,6037127806,"Census Tract 1278.06, Los Angeles County, California",37
1400000U,6037127910,6037127910,"Census Tract 1279.10, Los Angeles County, California",40
1400000U,6037127920,6037127920,"Census Tract 1279.20, Los Angeles County, California",51
1400000U,6037128101,6037128101,"Census Tract 1281.01, Los Angeles County, California",40
1400000U,6037128102,6037128102,"Census Tract 1281.02, Los Angeles County, California",57
1400000U,6037128210,6037128210,"Census Tract 1282.10, Los Angeles County, California",42
1400000U,6037128220,6037128220,"Census Tract 1282.20, Los Angeles County, California",33
1400000U,6037128302,6037128302,"Census Tract 1283.02, Los Angeles County, California",42
1400000U,6037128303,6037128303,"Census Tract 1283.03, Los Angeles County, California",47
1400000U,6037128400,6037128400,"Census Tract 1284, Los Angeles County, California",58
1400000U,6037128500,6037128500,"Census Tract 1285, Los Angeles County, California",80
1400000U,6037128601,6037128601,"Census Tract 1286.01, Los Angeles County, California",71
1400000U,6037128602,6037128602,"Census Tract 1286.02, Los Angeles County, California",51
1400000U,6037128702,6037128702,"Census Tract 1287.02, Los Angeles County, California",71
1400000U,6037128801,6037128801,"Census Tract 1288.01, Los Angeles County, California",66
1400000U,6037128802,6037128802,"Census Tract 1288.02, Los Angeles County, California",79
1400000U,6037128910,6037128910,"Census Tract 1289.10, Los Angeles County, California",85
1400000U,6037131010,6037131010,"Census Tract 1310.10, Los Angeles County, California",46
1400000U,6037131020,6037131020,"Census Tract 1310.20, Los Angeles County, California",67
1400000U,6037131100,6037131100,"Census Tract 1311, Los Angeles County, California",60
1400000U,6037131200,6037131200,"Census Tract 1312, Los Angeles County, California",75
1400000U,6037131300,6037131300,"Census Tract 1313, Los Angeles County, California",59
1400000U,6037131400,6037131400,"Census Tract 1314, Los Angeles County, California",65
1400000U,6037131600,6037131600,"Census Tract 1316, Los Angeles County, California",65
1400000U,6037131701,6037131701,"Census Tract 1317.01, Los Angeles County, California",70
1400000U,6037131702,6037131702,"Census Tract 1317.02, Los Angeles County, California",56
1400000U,6037131800,6037131800,"Census Tract 1318, Los Angeles County, California",62
1400000U,6037131900,6037131900,"Census Tract 1319, Los Angeles County, California",74
1400000U,6037132001,6037132001,"Census Tract 1320.01, Los Angeles County, California",59
1400000U,6037132002,6037132002,"Census Tract 1320.02, Los Angeles County, California",71
1400000U,6037132101,6037132101,"Census Tract 1321.01, Los Angeles County, California",88
1400000U,6037132102,6037132102,"Census Tract 1321.02, Los Angeles County, California",95
1400000U,6037132300,6037132300,"Census Tract 1323, Los Angeles County, California",90
1400000U,6037132501,6037132501,"Census Tract 1325.01, Los Angeles County, California",51
1400000U,6037132502,6037132502,"Census Tract 1325.02, Los Angeles County, California",47
1400000U,6037132700,6037132700,"Census Tract 1327, Los Angeles County, California",124
1400000U,6037132900,6037132900,"Census Tract 1329, Los Angeles County, California",61
1400000U,6037133000,6037133000,"Census Tract 1330, Los Angeles County, California",83
1400000U,6037133100,6037133100,"Census Tract 1331, Los Angeles County, California",76
1400000U,6037134001,6037134001,"Census Tract 1340.01, Los Angeles County, California",25
1400000U,6037134002,6037134002,"Census Tract 1340.02, Los Angeles County, California",42
1400000U,6037134101,6037134101,"Census Tract 1341.01, Los Angeles County, California",67
1400000U,6037134103,6037134103,"Census Tract 1341.03, Los Angeles County, California",86
1400000U,6037134104,6037134104,"Census Tract 1341.04, Los Angeles County, California",55
1400000U,6037134201,6037134201,"Census Tract 1342.01, Los Angeles County, California",56
1400000U,6037134302,6037134302,"Census Tract 1343.02, Los Angeles County, California",91
1400000U,6037134303,6037134303,"Census Tract 1343.03, Los Angeles County, California",58
1400000U,6037134304,6037134304,"Census Tract 1343.04, Los Angeles County, California",53
1400000U,6037134305,6037134305,"Census Tract 1343.05, Los Angeles County, California",24
1400000U,6037134306,6037134306,"Census Tract 1343.06, Los Angeles County, California",69
1400000U,6037134421,6037134421,"Census Tract 1344.21, Los Angeles County, California",44
1400000U,6037134422,6037134422,"Census Tract 1344.22, Los Angeles County, California",87
1400000U,6037134423,6037134423,"Census Tract 1344.23, Los Angeles County, California",81
1400000U,6037134424,6037134424,"Census Tract 1344.24, Los Angeles County, California",39
1400000U,6037134520,6037134520,"Census Tract 1345.20, Los Angeles County, California",40
1400000U,6037134521,6037134521,"Census Tract 1345.21, Los Angeles County, California",13
1400000U,6037134522,6037134522,"Census Tract 1345.22, Los Angeles County, California",44
1400000U,6037134710,6037134710,"Census Tract 1347.10, Los Angeles County, California",53
1400000U,6037134720,6037134720,"Census Tract 1347.20, Los Angeles County, California",48
1400000U,6037134800,6037134800,"Census Tract 1348, Los Angeles County, California",61
1400000U,6037134901,6037134901,"Census Tract 1349.01, Los Angeles County, California",52
1400000U,6037134903,6037134903,"Census Tract 1349.03, Los Angeles County, California",50
1400000U,6037134904,6037134904,"Census Tract 1349.04, Los Angeles County, California",41
1400000U,6037134905,6037134905,"Census Tract 1349.05, Los Angeles County, California",36
1400000U,6037135102,6037135102,"Census Tract 1351.02, Los Angeles County, California",84
1400000U,6037135111,6037135111,"Census Tract 1351.11, Los Angeles County, California",46
1400000U,6037135113,6037135113,"Census Tract 1351.13, Los Angeles County, California",49
1400000U,6037135114,6037135114,"Census Tract 1351.14, Los Angeles County, California",119
1400000U,6037135201,6037135201,"Census Tract 1352.01, Los Angeles County, California",41
1400000U,6037135202,6037135202,"Census Tract 1352.02, Los Angeles County, California",57
1400000U,6037135203,6037135203,"Census Tract 1352.03, Los Angeles County, California",70
1400000U,6037137000,6037137000,"Census Tract 1370, Los Angeles County, California",69
1400000U,6037137103,6037137103,"Census Tract 1371.03, Los Angeles County, California",115
1400000U,6037137104,6037137104,"Census Tract 1371.04, Los Angeles County, California",44
1400000U,6037137201,6037137201,"Census Tract 1372.01, Los Angeles County, California",149
1400000U,6037137301,6037137301,"Census Tract 1373.01, Los Angeles County, California",38
1400000U,6037137302,6037137302,"Census Tract 1373.02, Los Angeles County, California",59
1400000U,6037137401,6037137401,"Census Tract 1374.01, Los Angeles County, California",79
1400000U,6037137402,6037137402,"Census Tract 1374.02, Los Angeles County, California",145
1400000U,6037137501,6037137501,"Census Tract 1375.01, Los Angeles County, California",67
1400000U,6037137502,6037137502,"Census Tract 1375.02, Los Angeles County, California",97
1400000U,6037137504,6037137504,"Census Tract 1375.04, Los Angeles County, California",31
1400000U,6037138000,6037138000,"Census Tract 1380, Los Angeles County, California",73
1400000U,6037139001,6037139001,"Census Tract 1390.01, Los Angeles County, California",83
1400000U,6037139200,6037139200,"Census Tract 1392, Los Angeles County, California",87
1400000U,6037139301,6037139301,"Census Tract 1393.01, Los Angeles County, California",64
1400000U,6037139302,6037139302,"Census Tract 1393.02, Los Angeles County, California",105
1400000U,6037139303,6037139303,"Census Tract 1393.03, Los Angeles County, California",54
1400000U,6037139401,6037139401,"Census Tract 1394.01, Los Angeles County, California",87
1400000U,6037139402,6037139402,"Census Tract 1394.02, Los Angeles County, California",30
1400000U,6037139502,6037139502,"Census Tract 1395.02, Los Angeles County, California",45
1400000U,6037139503,6037139503,"Census Tract 1395.03, Los Angeles County, California",105
1400000U,6037139504,6037139504,"Census Tract 1395.04, Los Angeles County, California",36
1400000U,6037139600,6037139600,"Census Tract 1396, Los Angeles County, California",62
1400000U,6037139701,6037139701,"Census Tract 1397.01, Los Angeles County, California",122
1400000U,6037139702,6037139702,"Census Tract 1397.02, Los Angeles County, California",81
1400000U,6037139703,6037139703,"Census Tract 1397.03, Los Angeles County, California",42
1400000U,6037139801,6037139801,"Census Tract 1398.01, Los Angeles County, California",60
1400000U,6037139802,6037139802,"Census Tract 1398.02, Los Angeles County, California",46
1400000U,6037141101,6037141101,"Census Tract 1411.01, Los Angeles County, California",81
1400000U,6037141102,6037141102,"Census Tract 1411.02, Los Angeles County, California",57
1400000U,6037141201,6037141201,"Census Tract 1412.01, Los Angeles County, California",56
1400000U,6037141202,6037141202,"Census Tract 1412.02, Los Angeles County, California",48
1400000U,6037141302,6037141302,"Census Tract 1413.02, Los Angeles County, California",152
1400000U,6037141303,6037141303,"Census Tract 1413.03, Los Angeles County, California",66
1400000U,6037141304,6037141304,"Census Tract 1413.04, Los Angeles County, California",37
1400000U,6037141400,6037141400,"Census Tract 1414, Los Angeles County, California",69
1400000U,6037141500,6037141500,"Census Tract 1415, Los Angeles County, California",63
1400000U,6037141600,6037141600,"Census Tract 1416, Los Angeles County, California",52
1400000U,6037141700,6037141700,"Census Tract 1417, Los Angeles County, California",62
1400000U,6037143100,6037143100,"Census Tract 1431, Los Angeles County, California",149
1400000U,6037143200,6037143200,"Census Tract 1432, Los Angeles County, California",61
1400000U,6037143300,6037143300,"Census Tract 1433, Los Angeles County, California",77
1400000U,6037143400,6037143400,"Census Tract 1434, Los Angeles County, California",105
1400000U,6037143500,6037143500,"Census Tract 1435, Los Angeles County, California",46
1400000U,6037143602,6037143602,"Census Tract 1436.02, Los Angeles County, California",90
1400000U,6037143603,6037143603,"Census Tract 1436.03, Los Angeles County, California",46
1400000U,6037143604,6037143604,"Census Tract 1436.04, Los Angeles County, California",59
1400000U,6037143700,6037143700,"Census Tract 1437, Los Angeles County, California",48
1400000U,6037143800,6037143800,"Census Tract 1438, Los Angeles County, California",129
1400000U,6037143901,6037143901,"Census Tract 1439.01, Los Angeles County, California",49
1400000U,6037143902,6037143902,"Census Tract 1439.02, Los Angeles County, California",36
1400000U,6037181000,6037181000,"Census Tract 1810, Los Angeles County, California",129
1400000U,6037181300,6037181300,"Census Tract 1813, Los Angeles County, California",53
1400000U,6037181400,6037181400,"Census Tract 1814, Los Angeles County, California",58
1400000U,6037181500,6037181500,"Census Tract 1815, Los Angeles County, California",75
1400000U,6037181600,6037181600,"Census Tract 1816, Los Angeles County, California",41
1400000U,6037183101,6037183101,"Census Tract 1831.01, Los Angeles County, California",56
1400000U,6037183103,6037183103,"Census Tract 1831.03, Los Angeles County, California",65
